personid,gender,birthmonth,birthyear,highestgradecompleted,maritalstatus,childathome,childnotathome,wageincome,weeklyhrscomputer,weeklyhrstv,nightlyhrssleep,satverbal,satmath,gpaoverall,gpaenglish,gpamath,gpascience,highestdegree,govprovidejobs,govpricecontrols,weeksworked17
800764,Female,1,1982,17,Never-married,2,0,55000,10 hours or more a week,3 to 10 hours a week,6,350,310,267,164,250,219,4. Bachelors,1. Definitely,1. Definitely,52
800780,Male,4,1981,,,,,,,,,,,236,294,295,223,0. None,,,
800781,Female,3,1981,,,,,,,,,,,363,350,320,367,2. High School,,,
800889,Male,12,1981,20,Never-married,,,,10 hours or more a week,Less than 2 hours per week,9,,,341,335,313,361,4. Bachelors,,,0
801331,Female,9,1981,,,,,,,,,700,740,403,409,400,400,4. Bachelors,,,
801379,Male,3,1983,19,Never-married,,,50000,10 hours or more a week,11 to 20 hours a week,7,580,400,268,222,220,280,5. Masters,2. Probably ,2. Probably ,52
801534,Male,12,1984,14,Never-married,,,62386,4 to 6 hours a week,11 to 20 hours a week,8,,,,,,,3. Associates,,,52
802542,Female,3,1984,18,Never-married,,,93000,10 hours or more a week,11 to 20 hours a week,6,550,580,312,303,300,295,5. Masters,2. Probably ,1. Definitely,52
802684,Female,5,1982,17,Never-married,1,0,60000,10 hours or more a week,3 to 10 hours a week,5,,,338,314,300,371,4. Bachelors,,2. Probably ,52
802733,Female,6,1984,17,Never-married,,,47500,10 hours or more a week,11 to 20 hours a week,6,,,306,320,290,289,4. Bachelors,,,52
802938,Male,3,1984,,,,,,,,,,,243,178,301,212,2. High School,,,
803218,Female,1,1984,,,,,,,,,,,320,319,183,300,4. Bachelors,,,
803231,Male,9,1982,12,Divorced,0,2,52000,4 to 6 hours a week,21 to 30 hours a week,6,,,204,149,225,163,2. High School,1. Definitely,1. Definitely,52
803324,Female,2,1983,18,Married,1,0,,7 to 9 hours a week,3 to 10 hours a week,7,560,440,278,285,227,350,5. Masters,,,0
803489,Male,10,1982,16,Married,3,0,70000,10 hours or more a week,3 to 10 hours a week,7,590,660,368,341,341,313,4. Bachelors,4. Definitely not,3. Probably not,52
803557,Male,3,1980,,,,,,,,,420,530,256,245,214,214,0. None,,,
803603,Female,11,1984,14,Never-married,0,1,,None,3 to 10 hours a week,6,,,307,288,227,289,2. High School,,,9
803751,Male,4,1984,20,Never-married,,,42000,10 hours or more a week,3 to 10 hours a week,6,420,540,315,295,238,313,4. Bachelors,2. Probably ,2. Probably ,52
803775,Male,2,1984,,,,,,,,,,,,,,,3. Associates,,,
803810,Male,2,1982,,,,,,,,,,,293,310,182,235,5. Masters,,,
803902,Female,3,1981,16,Married,,,50000,10 hours or more a week,11 to 20 hours a week,7,570,510,332,370,317,351,4. Bachelors,,,49
804288,Female,10,1982,10,,4,1,,Less than 1 hour a week,More than 40 hours a week,8,,,238,156,216,262,0. None,,,0
804366,Female,12,1983,10,Married,3,0,30000,None,Less than 2 hours per week,9,,,,,,,1. GED,1. Definitely,1. Definitely,34
804523,Female,12,1980,14,Never-married,5,3,10000,1 to 3 hours a week,3 to 10 hours a week,7,,,261,245,327,227,2. High School,,,47
804555,Female,2,1983,,,,,,,,,,,,,,,5. Masters,,,
804599,Male,1,1984,,,,,,,,,,,235,255,190,248,0. None,,,
804647,Male,3,1980,13,Divorced,1,0,60000,10 hours or more a week,Less than 2 hours per week,4,420,370,314,288,287,303,2. High School,,,52
804731,Male,9,1984,12,Never-married,2,0,12000,Less than 1 hour a week,Less than 2 hours per week,5,,,219,136,145,220,2. High School,,,49
804777,Female,5,1983,,Never-married,0,1,40000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,1. GED,,,52
804870,Female,1,1981,20,Never-married,1,0,75000,10 hours or more a week,3 to 10 hours a week,8,,,361,334,388,338,5. Masters,4. Definitely not,1. Definitely,52
804969,Female,5,1980,,,,,,,,,770,670,396,400,393,400,4. Bachelors,,,
805319,Male,7,1983,14,Never-married,,,,4 to 6 hours a week,31 to 40 hours a week,7,,,273,200,233,250,3. Associates,,,0
805491,Male,8,1982,,,,,,,,,,,264,300,280,280,1. GED,,,
805748,Male,8,1982,13,Separated,1,3,,Less than 1 hour a week,3 to 10 hours a week,5,,,223,143,183,170,2. High School,,,0
805847,Male,12,1983,11,Never-married,,,24000,None,3 to 10 hours a week,8,,,277,,287,280,0. None,,,52
805890,Male,8,1980,11,Married,,,40000,Less than 1 hour a week,3 to 10 hours a week,6,,,207,183,175,167,1. GED,,,52
806111,Female,10,1982,,,,,,,,,,,,,,,0. None,,,
806244,Male,9,1980,,,,,,,,,240,460,322,323,287,290,2. High School,4. Definitely not,2. Probably ,
806282,Male,11,1981,,,,,,,,,,,284,277,268,280,2. High School,,,
806500,Male,4,1984,14,Married,,,69000,10 hours or more a week,11 to 20 hours a week,8,540,550,204,204,202,160,3. Associates,,,43
806525,Female,10,1984,11,Married,2,0,43000,10 hours or more a week,11 to 20 hours a week,4,,,329,235,325,353,1. GED,3. Probably not,2. Probably ,37
806736,Female,2,1983,,,,,,,,,,,,,,,0. None,,,
806755,Male,10,1980,,,,,,,,,,,262,273,277,208,4. Bachelors,,,
806785,Male,11,1984,18,Married,,,40000,10 hours or more a week,11 to 20 hours a week,7,,,259,273,123,247,5. Masters,2. Probably ,2. Probably ,49
806789,Male,10,1984,,,,,,,,,,,,,,,2. High School,,,
806793,Male,5,1982,12,Married,2,0,100000,10 hours or more a week,3 to 10 hours a week,8,,,,,,,2. High School,3. Probably not,1. Definitely,52
806800,Male,6,1980,8,Divorced,0,5,35000,None,3 to 10 hours a week,10,,,200,100,,,0. None,,,46
807020,Female,11,1983,11,Married,3,0,44000,10 hours or more a week,21 to 30 hours a week,6,,,211,269,235,288,1. GED,,,52
807096,Male,10,1982,12,Married,6,1,,None,11 to 20 hours a week,8,,,254,216,308,100,2. High School,,,51
807310,Female,12,1981,,,,,,,,,,,260,,400,,0. None,,,
807328,Male,9,1981,9,Divorced,0,1,,10 hours or more a week,3 to 10 hours a week,8,,,,,,,1. GED,,,46
807544,Male,10,1980,,,,,,,,,,,357,400,344,300,7. Professional,,,
807782,Male,8,1982,14,Never-married,0,3,,10 hours or more a week,Less than 2 hours per week,5,,,,,,,2. High School,2. Probably ,1. Definitely,10
807823,Female,12,1980,,Never-married,,,,None,3 to 10 hours a week,8,,,,,,,2. High School,,,0
807906,Male,7,1983,20,Married,2,0,235884,10 hours or more a week,3 to 10 hours a week,8,,,359,343,319,393,7. Professional,,,50
808044,Male,12,1984,14,Never-married,1,0,35000,1 to 3 hours a week,3 to 10 hours a week,5,,,190,280,,,2. High School,2. Probably ,2. Probably ,48
808149,Male,5,1984,16,Never-married,,,109000,10 hours or more a week,Less than 2 hours per week,7,650,610,365,392,309,343,4. Bachelors,,,47
808281,Female,11,1984,19,Married,1,0,95000,10 hours or more a week,3 to 10 hours a week,6,590,620,352,358,329,223,7. Professional,,,43
808608,Female,7,1981,14,Never-married,,,40000,4 to 6 hours a week,3 to 10 hours a week,6,,,203,136,100,190,3. Associates,,,52
808817,Male,9,1980,,,,,,,,,,,324,351,300,,2. High School,,,
808939,Female,3,1982,11,Married,2,0,17000,10 hours or more a week,11 to 20 hours a week,10,,,248,190,190,280,0. None,,,52
808953,Female,12,1981,12,Never-married,2,0,22000,None,3 to 10 hours a week,8,,,,,,,2. High School,,,45
809086,Female,10,1981,12,Never-married,2,0,62000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,2. High School,,,44
809166,Male,4,1981,12,Married,1,0,,None,3 to 10 hours a week,7,,,221,145,160,160,2. High School,,,0
809406,Male,2,1983,,,,,,,,,,,309,284,283,280,2. High School,,,
809448,Male,6,1982,15,Married,3,0,30000,10 hours or more a week,3 to 10 hours a week,6,,,358,346,334,324,2. High School,,,47
809521,Female,6,1981,,,,,,,,,,,291,333,236,198,2. High School,,,
809884,Female,8,1982,11,Never-married,2,0,,10 hours or more a week,Less than 2 hours per week,4,,,227,190,200,280,1. GED,,,17
809901,Female,5,1981,18,Separated,1,0,48000,10 hours or more a week,3 to 10 hours a week,6,470,450,295,287,268,220,5. Masters,,,52
809924,Male,6,1984,12,Never-married,3,0,100000,7 to 9 hours a week,11 to 20 hours a week,8,,,292,260,236,263,2. High School,,,52
809943,Male,5,1981,14,Married,1,0,65000,4 to 6 hours a week,11 to 20 hours a week,5,,,,,,,2. High School,,,52
810085,Female,5,1981,12,Married,2,0,,None,More than 40 hours a week,6,,,368,370,373,,2. High School,2. Probably ,1. Definitely,0
810183,Male,8,1981,11,Divorced,0,1,65000,10 hours or more a week,3 to 10 hours a week,7,,,215,167,100,,1. GED,,,32
810263,Male,3,1980,16,Never-married,,,20000,10 hours or more a week,Less than 2 hours per week,7,,,293,230,307,287,4. Bachelors,,,
810312,Male,9,1980,8,Divorced,0,0,40000,10 hours or more a week,Less than 2 hours per week,5,,,306,280,300,400,1. GED,,,52
810453,Male,3,1982,9,Never-married,0,1,,None,3 to 10 hours a week,5,,,,,,,1. GED,,,0
810525,Male,8,1984,12,Separated,0,2,36000,None,Less than 2 hours per week,5,,,302,276,300,310,2. High School,,,38
810561,Male,2,1984,12,Divorced,,,29000,4 to 6 hours a week,21 to 30 hours a week,6,,,223,224,174,198,2. High School,4. Definitely not,4. Definitely not,52
810618,Male,2,1981,18,Never-married,,,38000,10 hours or more a week,3 to 10 hours a week,8,,,321,309,288,293,5. Masters,2. Probably ,1. Definitely,44
810809,Female,4,1984,17,Never-married,1,0,50000,10 hours or more a week,3 to 10 hours a week,8,340,440,333,320,310,330,3. Associates,2. Probably ,2. Probably ,52
810819,Male,12,1981,,,,,,,,,,,225,280,200,100,0. None,,,
810901,Male,11,1982,9,Never-married,,,,7 to 9 hours a week,11 to 20 hours a week,5,,,186,100,280,170,1. GED,,,52
811201,Male,3,1980,15,Married,,,119630,10 hours or more a week,3 to 10 hours a week,8,,,169,50,360,240,2. High School,,,51
811347,Female,2,1983,,,,,,,,,,,399,396,400,400,4. Bachelors,,,
811402,Female,11,1983,15,Separated,1,0,,10 hours or more a week,3 to 10 hours a week,7,,,328,370,345,340,3. Associates,,,42
811404,Male,8,1980,12,Never-married,1,0,74000,4 to 6 hours a week,21 to 30 hours a week,5,,,207,,100,100,2. High School,2. Probably ,1. Definitely,43
811445,Male,8,1981,,,,,,,,,,,,,,,0. None,,,
811654,Female,7,1980,,,,,,,,,,,301,287,262,260,2. High School,,,
811741,Female,1,1982,12,Married,3,0,,1 to 3 hours a week,3 to 10 hours a week,8,,,297,279,290,287,2. High School,,,0
811840,Male,9,1983,16,Never-married,,,14000,10 hours or more a week,3 to 10 hours a week,7,,,307,296,150,247,4. Bachelors,,,45
811972,Female,3,1980,18,Divorced,2,0,34000,10 hours or more a week,3 to 10 hours a week,4,,,234,211,93,225,3. Associates,,,52
812000,Female,6,1982,17,Married,1,0,,10 hours or more a week,11 to 20 hours a week,7,,,,,,,2. High School,,,45
812039,Male,12,1984,13,Never-married,0,1,,4 to 6 hours a week,More than 40 hours a week,6,,,283,215,284,290,2. High School,,,0
812077,Female,8,1980,16,Separated,3,0,45000,10 hours or more a week,3 to 10 hours a week,6,,,284,264,278,298,4. Bachelors,4. Definitely not,1. Definitely,51
812332,Male,4,1980,12,Married,1,0,100000,10 hours or more a week,3 to 10 hours a week,7,,,233,168,263,212,2. High School,,,52
812489,Male,8,1981,12,Divorced,2,5,25000,10 hours or more a week,3 to 10 hours a week,5,,,231,200,255,100,2. High School,4. Definitely not,1. Definitely,40
812869,Female,6,1980,20,Married,2,0,69000,10 hours or more a week,11 to 20 hours a week,8,710,720,399,400,400,400,6. PhD,,,49
812952,Female,12,1980,14,Married,2,0,,10 hours or more a week,3 to 10 hours a week,6,,,,,,,3. Associates,,,8
812983,Female,7,1983,,,,,,,,,,,161,125,190,113,0. None,,,
813007,Male,10,1981,,,,,,,,,,,254,318,197,154,2. High School,,,
813019,Male,11,1983,9,Married,0,1,68000,10 hours or more a week,Less than 2 hours per week,5,,,200,100,,,1. GED,,,52
813123,Female,2,1983,16,Married,2,0,40000,4 to 6 hours a week,Less than 2 hours per week,6,,,,,,,4. Bachelors,4. Definitely not,2. Probably ,35
813236,Male,10,1981,11,Separated,,,,10 hours or more a week,3 to 10 hours a week,5,,,232,,,,2. High School,,,9
813379,Male,12,1981,12,Married,,,40000,10 hours or more a week,3 to 10 hours a week,7,,,206,192,168,157,2. High School,,,52
813380,Female,3,1982,20,Married,,,,10 hours or more a week,3 to 10 hours a week,7,,,344,329,338,320,2. High School,3. Probably not,1. Definitely,47
813451,Female,1,1983,15,Married,,,37000,7 to 9 hours a week,3 to 10 hours a week,7,,,,,,,2. High School,,,26
813556,Male,9,1980,,,,,,,,,,,261,266,288,196,2. High School,,,
813753,Female,2,1980,7,Never-married,1,0,25000,10 hours or more a week,11 to 20 hours a week,9,,,,,,,1. GED,,,48
813781,Male,8,1984,8,Never-married,0,2,20000,None,Less than 2 hours per week,8,,,,,,,0. None,,,48
813804,Male,1,1981,13,Never-married,2,0,71000,None,3 to 10 hours a week,6,,,,,,,2. High School,,,52
813900,Male,7,1981,14,Married,2,0,235884,7 to 9 hours a week,11 to 20 hours a week,7,,,221,280,190,,3. Associates,,,52
813967,Male,7,1980,,,,,,,,,,,200,190,220,167,0. None,,,
813976,Male,6,1983,,,,,,,,,,,223,100,190,,1. GED,,,
814040,Female,6,1983,12,Married,1,0,45000,4 to 6 hours a week,Less than 2 hours per week,8,,,,,,,2. High School,,,47
814056,Male,2,1984,12,Divorced,0,1,44000,10 hours or more a week,More than 40 hours a week,6,,,274,276,283,289,2. High School,4. Definitely not,1. Definitely,47
814105,Male,5,1984,14,Never-married,0,2,,1 to 3 hours a week,3 to 10 hours a week,7,,,,,,,2. High School,,,0
814174,Female,7,1984,16,Never-married,1,0,38000,10 hours or more a week,Less than 2 hours per week,5,,,266,243,190,195,4. Bachelors,,,50
814185,Male,6,1980,,,,,,,,,,,,,,,0. None,,,
814316,Male,2,1981,7,Divorced,0,2,10000,4 to 6 hours a week,Less than 2 hours per week,2,,,,,,,0. None,,,52
814538,Female,6,1983,13,Never-married,,,13000,10 hours or more a week,31 to 40 hours a week,5,,,,,,,2. High School,3. Probably not,2. Probably ,52
814570,Male,11,1980,19,Never-married,1,0,40000,10 hours or more a week,3 to 10 hours a week,6,270,360,231,218,263,223,6. PhD,,,52
814713,Female,3,1984,9,Never-married,3,1,,None,11 to 20 hours a week,6,,,348,373,,400,0. None,,,0
814884,Female,7,1983,11,Married,4,0,0,10 hours or more a week,3 to 10 hours a week,5,,,,,,,1. GED,1. Definitely,1. Definitely,0
815002,Female,10,1984,14,Never-married,,,12000,10 hours or more a week,11 to 20 hours a week,7,,,296,308,290,235,2. High School,,,27
815052,Male,12,1980,16,Never-married,2,1,26000,10 hours or more a week,3 to 10 hours a week,6,,,,,,,2. High School,,,52
815337,Male,6,1981,10,Never-married,2,0,65000,Less than 1 hour a week,Less than 2 hours per week,6,,,,,,,0. None,,,52
815406,Female,12,1980,,,,,,,,,540,480,336,352,309,272,4. Bachelors,,,
815437,Male,1,1983,,,,,,,,,,,292,266,280,189,0. None,,,
815469,Male,9,1981,12,Married,2,0,39000,10 hours or more a week,11 to 20 hours a week,6,,,277,268,233,145,2. High School,,,52
815517,Female,9,1983,,,,,,,,,,,235,190,227,153,2. High School,,,
815550,Male,10,1981,12,Never-married,,,75000,None,3 to 10 hours a week,5,,,238,210,183,133,2. High School,,,35
815596,Male,12,1983,12,Married,2,0,92000,4 to 6 hours a week,11 to 20 hours a week,7,,,301,298,293,290,2. High School,3. Probably not,1. Definitely,52
815796,Male,7,1982,,,,,,,,,,,357,342,335,350,4. Bachelors,,,
815906,Male,9,1980,12,Never-married,,,18720,10 hours or more a week,Less than 2 hours per week,6,620,520,306,323,190,257,2. High School,2. Probably ,2. Probably ,46
816042,Female,6,1983,12,Married,2,0,,10 hours or more a week,3 to 10 hours a week,4,,,,,,,2. High School,1. Definitely,1. Definitely,47
816107,Male,3,1984,11,Never-married,3,0,,None,3 to 10 hours a week,6,,,266,190,280,208,1. GED,,,52
816120,Female,2,1984,,,,,,,,,,,,,,,0. None,,,
816122,Female,2,1984,,,,,,,,,,,,,,,0. None,,,
816404,Female,6,1983,17,Never-married,,,40000,10 hours or more a week,3 to 10 hours a week,7,540,490,334,329,233,285,4. Bachelors,,,50
816436,Male,9,1983,,,,,,,,,,,,,,,3. Associates,,,
816535,Female,7,1983,,,,,,,,,,,348,345,297,383,4. Bachelors,,,
816545,Female,10,1982,,,,,,,,,570,480,311,325,278,290,4. Bachelors,,,
816673,Female,7,1982,11,Never-married,2,0,,None,3 to 10 hours a week,7,,,,,,,2. High School,,,0
816751,Female,11,1984,12,Never-married,1,1,22000,1 to 3 hours a week,Less than 2 hours per week,7,,,,,,,2. High School,,,47
816780,Male,9,1980,14,Never-married,,,20000,10 hours or more a week,3 to 10 hours a week,8,420,270,261,293,255,267,2. High School,,,43
816943,Male,9,1984,10,Never-married,,,55000,1 to 3 hours a week,11 to 20 hours a week,5,,,195,96,78,245,1. GED,,,52
816989,Female,8,1980,15,Married,3,0,55000,10 hours or more a week,11 to 20 hours a week,8,,,375,407,358,399,2. High School,4. Definitely not,1. Definitely,51
817107,Female,10,1982,15,Married,2,0,15000,1 to 3 hours a week,11 to 20 hours a week,6,,,270,213,283,157,2. High School,,,0
817546,Male,4,1984,,,,,,,,,480,480,369,380,384,400,4. Bachelors,,,
817630,Female,4,1981,20,Never-married,,,50000,10 hours or more a week,More than 40 hours a week,8,580,540,356,370,363,388,5. Masters,,,32
817707,Female,6,1984,17,Divorced,2,0,60000,10 hours or more a week,3 to 10 hours a week,4,,,,,,,5. Masters,4. Definitely not,1. Definitely,47
817930,Male,4,1983,16,Married,1,0,49000,10 hours or more a week,3 to 10 hours a week,5,,,299,285,284,183,4. Bachelors,,,48
817978,Female,1,1980,,,,,,,,,,,,,,,4. Bachelors,,,
818058,Female,8,1983,,,,,,,,,,,279,307,234,285,2. High School,,,
818071,Female,8,1982,,,,,,,,,,,329,323,335,293,2. High School,,,
818131,Male,7,1980,12,Never-married,,,,4 to 6 hours a week,3 to 10 hours a week,6,,,274,260,283,270,2. High School,,,0
818222,Male,10,1982,,,,,,,,,,,,,,,0. None,,,
818298,Male,4,1984,12,Never-married,1,0,38000,7 to 9 hours a week,11 to 20 hours a week,6,410,460,313,283,305,277,2. High School,,,49
818450,Female,3,1983,,,,,,,,,,,,,,,0. None,,,
818735,Female,7,1983,13,Married,,,21000,1 to 3 hours a week,Less than 2 hours per week,6,,,,,,,2. High School,,,50
818736,Female,9,1984,16,Never-married,,,90000,4 to 6 hours a week,Less than 2 hours per week,7,,,,,,,4. Bachelors,,,52
818748,Female,6,1981,16,Never-married,,,22800,10 hours or more a week,3 to 10 hours a week,8,,,360,308,323,363,4. Bachelors,,,52
818761,Male,8,1983,15,Never-married,,,31000,10 hours or more a week,21 to 30 hours a week,7,,,300,,,300,2. High School,,,45
818817,Male,5,1982,,,,,,,,,,,,,,,1. GED,2. Probably ,1. Definitely,
819054,Male,12,1981,8,Never-married,0,2,,None,3 to 10 hours a week,6,,,,,,,1. GED,,,0
819167,Female,11,1980,,,,,,,,,510,460,301,287,243,285,4. Bachelors,3. Probably not,1. Definitely,
819357,Male,8,1980,,,,,,,,,,,,,,,2. High School,,,
819385,Female,9,1983,16,Never-married,2,0,,10 hours or more a week,3 to 10 hours a week,9,,,285,295,190,327,2. High School,,,22
819439,Male,10,1983,15,Divorced,1,0,75000,10 hours or more a week,Less than 2 hours per week,9,,,218,235,160,280,2. High School,,,43
819453,Female,8,1983,18,Married,2,0,,10 hours or more a week,3 to 10 hours a week,6,,,295,262,273,309,5. Masters,3. Probably not,2. Probably ,9
819469,Female,6,1983,9,Never-married,1,0,,None,Less than 2 hours per week,6,,,,,,,0. None,,,37
819474,Male,12,1984,13,Never-married,0,1,,None,3 to 10 hours a week,5,,,,,,,2. High School,,,19
819710,Male,12,1980,9,Married,,,,Less than 1 hour a week,Less than 2 hours per week,7,,,285,,,,2. High School,,,44
819858,Male,5,1984,14,Never-married,,,21000,1 to 3 hours a week,3 to 10 hours a week,6,,,,,,,3. Associates,,,48
819886,Male,9,1983,17,Married,,,38000,4 to 6 hours a week,11 to 20 hours a week,7,,,,,,,4. Bachelors,,,52
819902,Male,10,1980,14,Divorced,2,0,49000,10 hours or more a week,11 to 20 hours a week,6,,,280,278,150,315,2. High School,3. Probably not,2. Probably ,52
820271,Male,1,1983,14,Separated,0,3,60000,7 to 9 hours a week,3 to 10 hours a week,5,,,242,210,268,145,3. Associates,,,0
820372,Female,9,1980,12,Married,2,0,20000,1 to 3 hours a week,Less than 2 hours per week,6,,,250,212,190,100,2. High School,,,52
820390,Male,11,1984,16,Married,0,1,55000,10 hours or more a week,3 to 10 hours a week,5,,,302,321,255,296,4. Bachelors,,,52
820503,Female,11,1981,8,Never-married,0,6,,1 to 3 hours a week,More than 40 hours a week,8,,,,,,,0. None,,,0
820651,Female,7,1982,19,Married,1,0,52000,10 hours or more a week,3 to 10 hours a week,6,430,440,316,315,280,320,5. Masters,,,44
820724,Female,11,1980,,,,,,,,,520,510,281,274,309,233,4. Bachelors,,,
820797,Male,4,1983,,,,,,,,,690,660,400,400,400,400,2. High School,,,
820822,Male,6,1980,,,,,,,,,,,224,210,160,243,2. High School,,,
820845,Male,3,1982,16,Never-married,,,103000,10 hours or more a week,3 to 10 hours a week,8,,,310,288,256,317,4. Bachelors,,,52
820894,Male,2,1982,12,Never-married,,,,10 hours or more a week,3 to 10 hours a week,10,,,226,218,212,185,2. High School,,,0
820899,Male,10,1984,16,Married,,,50000,10 hours or more a week,Less than 2 hours per week,6,620,520,359,343,300,330,4. Bachelors,,,52
820922,Male,4,1980,13,Married,3,0,119000,10 hours or more a week,Less than 2 hours per week,8,560,390,241,301,293,325,2. High School,,,50
821014,Male,10,1980,,Married,1,2,,None,Less than 2 hours per week,6,,,,,,,0. None,2. Probably ,1. Definitely,0
821028,Male,10,1981,,,,,,,,,,,266,200,230,235,2. High School,2. Probably ,1. Definitely,
821078,Male,1,1984,12,Never-married,2,1,,None,3 to 10 hours a week,6,,,,,,,2. High School,,3. Probably not,51
821135,Male,7,1983,16,Never-married,,,76000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,4. Bachelors,,,50
821235,Male,8,1980,17,Never-married,,,87000,1 to 3 hours a week,3 to 10 hours a week,6,,,283,303,268,308,4. Bachelors,,,51
821267,Female,9,1981,10,Never-married,2,0,,10 hours or more a week,3 to 10 hours a week,6,,,252,290,290,190,1. GED,,,
821359,Male,9,1981,9,Never-married,2,0,,1 to 3 hours a week,11 to 20 hours a week,7,,,290,,,,0. None,,,50
821400,Female,6,1980,,,,,,,,,,,270,290,223,293,4. Bachelors,,,
821450,Male,10,1984,,,,,,,,,,,182,180,266,138,2. High School,,,
821515,Female,8,1981,16,Married,3,0,,1 to 3 hours a week,3 to 10 hours a week,6,,,314,302,293,313,4. Bachelors,2. Probably ,1. Definitely,0
821564,Female,12,1984,16,Divorced,,,,10 hours or more a week,3 to 10 hours a week,8,510,460,261,178,283,100,4. Bachelors,,,52
821566,Female,6,1984,,,,,,,,,580,570,384,375,375,400,4. Bachelors,,,
821640,Female,3,1984,17,Never-married,,,54599,10 hours or more a week,3 to 10 hours a week,8,,,363,377,283,357,5. Masters,1. Definitely,1. Definitely,52
821897,Female,12,1982,12,Never-married,3,0,14000,None,Less than 2 hours per week,6,,,270,221,345,235,2. High School,,,49
821955,Male,6,1983,10,Never-married,0,2,,10 hours or more a week,31 to 40 hours a week,8,,,244,300,250,250,1. GED,,,0
822000,Female,6,1984,16,Married,3,0,,1 to 3 hours a week,Less than 2 hours per week,7,,,350,365,268,286,2. High School,,,0
822091,Female,1,1984,12,Never-married,1,0,28000,10 hours or more a week,3 to 10 hours a week,5,,,305,315,220,332,2. High School,2. Probably ,1. Definitely,52
822092,Female,8,1981,18,Married,1,0,35000,10 hours or more a week,3 to 10 hours a week,7,,,377,388,363,368,4. Bachelors,,,52
822468,Male,1,1982,,,,,,,,,,,,,,,2. High School,,,
822892,Male,8,1982,12,Divorced,0,3,,None,11 to 20 hours a week,6,,,,,,,2. High School,1. Definitely,3. Probably not,52
823100,Male,5,1981,14,Never-married,3,0,50000,10 hours or more a week,3 to 10 hours a week,6,,,125,100,165,67,2. High School,1. Definitely,1. Definitely,52
823124,Male,2,1980,19,Married,2,0,60000,10 hours or more a week,3 to 10 hours a week,6,,,302,285,307,276,5. Masters,2. Probably ,2. Probably ,43
823169,Female,10,1983,16,Married,2,0,140000,4 to 6 hours a week,11 to 20 hours a week,8,,,331,320,343,278,4. Bachelors,,,32
823325,Female,12,1983,18,Never-married,1,0,74000,10 hours or more a week,11 to 20 hours a week,7,760,730,320,290,295,345,5. Masters,4. Definitely not,3. Probably not,45
823410,Male,5,1982,12,Never-married,,,39000,10 hours or more a week,3 to 10 hours a week,8,480,520,283,308,227,220,2. High School,,,49
823490,Female,8,1981,17,Married,3,0,45000,10 hours or more a week,3 to 10 hours a week,7,,,385,360,374,397,4. Bachelors,,,50
823518,Male,4,1981,,,,,,,,,,,,,,,2. High School,,,
823534,Female,3,1984,18,Married,,,43000,10 hours or more a week,3 to 10 hours a week,8,500,480,305,330,237,288,5. Masters,,,52
823998,Male,1,1980,16,Married,2,0,235884,10 hours or more a week,11 to 20 hours a week,6,420,520,343,300,315,315,4. Bachelors,,,52
824128,Male,6,1981,14,Never-married,3,0,40000,7 to 9 hours a week,3 to 10 hours a week,5,,,335,329,303,311,2. High School,,,52
824129,Female,10,1981,,,,,,,,,,,354,329,366,343,2. High School,,,
824137,Male,5,1982,17,Married,2,0,75000,10 hours or more a week,3 to 10 hours a week,6,,,239,286,205,146,2. High School,,,52
824157,Female,2,1984,20,Married,1,0,115000,10 hours or more a week,3 to 10 hours a week,6,530,600,390,408,399,415,6. PhD,,,52
824255,Female,3,1981,11,Married,3,1,,None,Less than 2 hours per week,8,,,286,280,300,280,1. GED,,,0
824436,Female,11,1982,8,Married,0,0,,1 to 3 hours a week,More than 40 hours a week,6,,,287,280,,,1. GED,,,0
824937,Male,11,1983,,,,,,,,,,,326,290,283,280,4. Bachelors,,,
824953,Female,12,1980,12,Never-married,2,0,38000,10 hours or more a week,3 to 10 hours a week,,,,219,195,145,287,2. High School,,,52
825001,Female,9,1984,20,Never-married,,,43000,10 hours or more a week,Less than 2 hours per week,5,,,373,367,338,367,4. Bachelors,,,48
825051,Female,8,1984,10,Married,5,0,35000,10 hours or more a week,Less than 2 hours per week,6,,,,,,,0. None,,,52
825176,Male,9,1981,12,Never-married,,,,None,Less than 2 hours per week,4,,,273,145,280,290,2. High School,,,52
825221,Male,2,1983,,,,,,,,,580,580,198,216,225,200,2. High School,,,
825270,Female,6,1984,18,Never-married,,,68000,10 hours or more a week,3 to 10 hours a week,5,,,,,,,4. Bachelors,,,52
825296,Female,8,1980,,,,,,,,,340,280,288,345,227,320,3. Associates,,,
825582,Female,1,1980,19,Separated,2,0,125000,10 hours or more a week,3 to 10 hours a week,7,,,,,,,5. Masters,,,48
825605,Female,7,1980,12,Never-married,,,,None,Less than 2 hours per week,10,,,274,190,280,172,2. High School,,,0
825621,Female,12,1980,16,Married,2,0,30000,1 to 3 hours a week,3 to 10 hours a week,5,,,230,184,300,220,4. Bachelors,,,0
825666,Female,4,1984,15,Never-married,1,0,38000,7 to 9 hours a week,21 to 30 hours a week,5,,,353,351,290,317,2. High School,,,50
825679,Male,5,1984,20,Divorced,,,15000,10 hours or more a week,3 to 10 hours a week,7,,,207,163,290,134,5. Masters,,1. Definitely,52
825773,Female,4,1980,12,Married,1,0,18000,4 to 6 hours a week,3 to 10 hours a week,8,,,326,325,333,245,2. High School,,,52
